Depth,Raw_Gap,Trained_Gap
4,0.018227815628051758,0.8415166955408687
4,0.03074634075164795,0.8522634268093119
4,0.04090791940689087,0.8494198328183188
4,0.012557744979858398,0.8347110907803554
4,0.012873470783233643,0.8032729783483352
